frame.number,frame.time,wlan.sa,wlan.seq,frame.len,radiotap.dbm_antsignal
2554,"Jun 12, 2025 21:13:01.949627284 CEST",40:ee:dd:0e:38:54,2072,305,-72
374,"Jun 12, 2025 21:11:46.709768149 CEST",3a:07:16:cb:a7:f4,1711,384,-65
523,"Jun 12, 2025 21:11:52.350870205 CEST",f2:42:89:7e:73:bd,2716,458,-71
2020,"Jun 12, 2025 21:12:41.911883447 CEST",f2:42:89:7e:73:bd,3289,458,-70
1400,"Jun 12, 2025 21:12:19.702010250 CEST",40:ee:dd:0e:38:54,1645,305,-71
272,"Jun 12, 2025 21:11:42.814449407 CEST",c4:ea:1d:53:75:c3,1987,243,-76
163,"Jun 12, 2025 21:11:38.256639507 CEST",40:ee:dd:0e:38:54,1201,305,-71
1876,"Jun 12, 2025 21:12:36.661122649 CEST",40:ee:dd:0e:38:54,1819,305,-71
1530,"Jun 12, 2025 21:12:23.480105146 CEST",f2:42:89:7e:73:bd,3084,458,-67
1458,"Jun 12, 2025 21:12:21.534525195 CEST",f2:42:89:7e:73:bd,3059,458,-69
2192,"Jun 12, 2025 21:12:48.518057110 CEST",3a:07:16:cb:a7:f4,2214,384,-64
1562,"Jun 12, 2025 21:12:24.401697061 CEST",f2:42:89:7e:73:bd,3096,458,-68
2522,"Jun 12, 2025 21:13:01.046485550 CEST",40:ee:dd:0e:38:54,2063,305,-70
1338,"Jun 12, 2025 21:12:17.594368000 CEST",40:ee:dd:0e:38:54,1623,305,-71
1859,"Jun 12, 2025 21:12:35.771275204 CEST",f2:42:89:7e:73:bd,3217,458,-71
698,"Jun 12, 2025 21:11:57.870881025 CEST",c4:ea:1d:53:75:c3,2178,243,-76
1633,"Jun 12, 2025 21:12:26.948598451 CEST",c4:ea:1d:53:75:c3,2594,243,-75
2234,"Jun 12, 2025 21:12:50.103785993 CEST",f2:42:89:7e:73:bd,3381,458,-70
569,"Jun 12, 2025 21:11:53.510032624 CEST",40:ee:dd:0e:38:54,1357,305,-71
2517,"Jun 12, 2025 21:13:00.753258947 CEST",f2:42:89:7e:73:bd,3493,458,-69
1648,"Jun 12, 2025 21:12:27.460549307 CEST",c4:ea:1d:53:75:c3,2599,243,-74
1870,"Jun 12, 2025 21:12:36.360053567 CEST",40:ee:dd:0e:38:54,1816,305,-72
256,"Jun 12, 2025 21:11:42.371034850 CEST",40:ee:dd:0e:38:54,1245,305,-71
577,"Jun 12, 2025 21:11:53.836770263 CEST",3a:07:16:cb:a7:f4,1769,384,-65
282,"Jun 12, 2025 21:11:43.073508049 CEST",40:ee:dd:0e:38:54,1252,305,-72
817,"Jun 12, 2025 21:12:02.989853417 CEST",c4:ea:1d:53:75:c3,2249,243,-76
1891,"Jun 12, 2025 21:12:36.962176574 CEST",40:ee:dd:0e:38:54,1822,305,-66
366,"Jun 12, 2025 21:11:46.342415499 CEST",3a:07:16:cb:a7:f4,1708,384,-65
