frame.number,frame.time,wlan.sa,wlan.seq,frame.len,radiotap.dbm_antsignal
1316,"Jun 12, 2025 20:50:32.325918130 CEST",f2:42:89:7e:73:bd,1543,458,-56.0
684,"Jun 12, 2025 20:50:05.190231811 CEST",f2:42:89:7e:73:bd,1257,458,-56.0
1617,"Jun 12, 2025 20:50:47.480943222 CEST",f2:42:89:7e:73:bd,1704,458,-56.0
328,"Jun 12, 2025 20:49:47.352253182 CEST",c4:ea:1d:53:75:c3,2095,243,-80.0
1142,"Jun 12, 2025 20:50:25.035229279 CEST",c4:ea:1d:53:75:c3,2587,243,-81.0
107,"Jun 12, 2025 20:49:34.654827901 CEST",c4:ea:1d:53:75:c3,1939,243,-81.0
1020,"Jun 12, 2025 20:50:18.706891157 CEST",f2:42:89:7e:73:bd,1406,458,-56.0
1389,"Jun 12, 2025 20:50:35.500301479 CEST",f2:42:89:7e:73:bd,1579,458,-56.0
-2,synthetic,40:ee:dd:0e:38:54,-1,-1,-86.40221931621173
151,"Jun 12, 2025 20:49:36.928208755 CEST",f2:42:89:7e:73:bd,958,458,-56.0
1599,"Jun 12, 2025 20:50:46.560537282 CEST",f2:42:89:7e:73:bd,1693,458,-56.0
983,"Jun 12, 2025 20:50:16.126573716 CEST",c4:ea:1d:53:75:c3,2478,243,-79.0
1572,"Jun 12, 2025 20:50:45.330579478 CEST",f2:42:89:7e:73:bd,1679,458,-56.0
996,"Jun 12, 2025 20:50:17.068531559 CEST",f2:42:89:7e:73:bd,1390,458,-55.0
-2,synthetic,3a:07:16:cb:a7:f4,-1,-1,-84.95947473138737
83,"Jun 12, 2025 20:49:33.651434663 CEST",f2:42:89:7e:73:bd,922,458,-56.0
125,"Jun 12, 2025 20:49:35.801819848 CEST",f2:42:89:7e:73:bd,945,458,-56.0
1584,"Jun 12, 2025 20:50:46.047746444 CEST",f2:42:89:7e:73:bd,1686,458,-56.0
1473,"Jun 12, 2025 20:50:40.108199662 CEST",f2:42:89:7e:73:bd,1624,458,-56.0
719,"Jun 12, 2025 20:50:06.931046477 CEST",f2:42:89:7e:73:bd,1274,458,-56.0
926,"Jun 12, 2025 20:50:13.279761841 CEST",f2:42:89:7e:73:bd,1352,458,-56.0
70,"Jun 12, 2025 20:49:32.913928518 CEST",c4:ea:1d:53:75:c3,1912,243,-80.0
415,"Jun 12, 2025 20:49:51.141012842 CEST",c4:ea:1d:53:75:c3,2150,243,-80.0
187,"Jun 12, 2025 20:49:39.488169069 CEST",f2:42:89:7e:73:bd,983,458,-56.0
1021,"Jun 12, 2025 20:50:18.809293635 CEST",f2:42:89:7e:73:bd,1407,458,-56.0
522,"Jun 12, 2025 20:49:56.796824032 CEST",f2:42:89:7e:73:bd,1165,458,-55.0
1453,"Jun 12, 2025 20:50:38.756712018 CEST",c4:ea:1d:53:75:c3,2761,243,-81.0
434,"Jun 12, 2025 20:49:51.980826760 CEST",f2:42:89:7e:73:bd,1114,458,-56.0
1880,"Jun 12, 2025 20:50:57.925639506 CEST",f2:42:89:7e:73:bd,1811,459,-56.0
678,"Jun 12, 2025 20:50:04.780673724 CEST",f2:42:89:7e:73:bd,1253,458,-56.0
1728,"Jun 12, 2025 20:50:52.068613553 CEST",c4:ea:1d:53:75:c3,2937,243,-79.0
767,"Jun 12, 2025 20:50:08.774202021 CEST",f2:42:89:7e:73:bd,1300,458,-61.0
1711,"Jun 12, 2025 20:50:51.167302709 CEST",f2:42:89:7e:73:bd,1742,458,-55.0
1876,"Jun 12, 2025 20:50:57.720844609 CEST",f2:42:89:7e:73:bd,1809,459,-56.0
1334,"Jun 12, 2025 20:50:33.452339165 CEST",f2:42:89:7e:73:bd,1554,458,-55.0
123,"Jun 12, 2025 20:49:35.597009935 CEST",f2:42:89:7e:73:bd,943,458,-55.0
1411,"Jun 12, 2025 20:50:36.424963198 CEST",3a:07:16:cb:a7:f4,3658,384,-81.0
1645,"Jun 12, 2025 20:50:48.504937474 CEST",f2:42:89:7e:73:bd,1714,458,-55.0
972,"Jun 12, 2025 20:50:15.532537491 CEST",f2:42:89:7e:73:bd,1375,458,-56.0
1099,"Jun 12, 2025 20:50:22.393241146 CEST",f2:42:89:7e:73:bd,1443,458,-55.0
154,"Jun 12, 2025 20:49:37.133011754 CEST",f2:42:89:7e:73:bd,960,458,-56.0
-2,synthetic,40:ee:dd:0e:38:54,-1,-1,-86.52451455860215
606,"Jun 12, 2025 20:50:01.299119331 CEST",f2:42:89:7e:73:bd,1212,458,-59.0
1471,"Jun 12, 2025 20:50:40.005834829 CEST",f2:42:89:7e:73:bd,1623,458,-55.0
1163,"Jun 12, 2025 20:50:26.163611317 CEST",c4:ea:1d:53:75:c3,2599,243,-81.0
913,"Jun 12, 2025 20:50:12.543599442 CEST",c4:ea:1d:53:75:c3,2431,243,-82.0
425,"Jun 12, 2025 20:49:51.550600262 CEST",c4:ea:1d:53:75:c3,2154,243,-81.0
391,"Jun 12, 2025 20:49:49.932838395 CEST",f2:42:89:7e:73:bd,1093,458,-56.0
349,"Jun 12, 2025 20:49:48.171585724 CEST",c4:ea:1d:53:75:c3,2110,243,-82.0
-2,synthetic,40:ee:dd:0e:38:54,-1,-1,-86.61381715194602
411,"Jun 12, 2025 20:49:50.956834533 CEST",f2:42:89:7e:73:bd,1103,458,-55.0
1193,"Jun 12, 2025 20:50:28.229978765 CEST",f2:42:89:7e:73:bd,1501,459,-55.0
1019,"Jun 12, 2025 20:50:18.687664550 CEST",c4:ea:1d:53:75:c3,2505,243,-80.0
588,"Jun 12, 2025 20:50:00.152275518 CEST",c4:ea:1d:53:75:c3,2266,243,-84.0
1122,"Jun 12, 2025 20:50:23.929217614 CEST",f2:42:89:7e:73:bd,1458,458,-56.0
49,"Jun 12, 2025 20:49:31.501064773 CEST",f2:42:89:7e:73:bd,901,458,-56.0
133,"Jun 12, 2025 20:49:36.294924802 CEST",c4:ea:1d:53:75:c3,1956,243,-79.0
1793,"Jun 12, 2025 20:50:54.423809210 CEST",c4:ea:1d:53:75:c3,2966,243,-80.0
1462,"Jun 12, 2025 20:50:39.391456702 CEST",f2:42:89:7e:73:bd,1617,458,-56.0
100,"Jun 12, 2025 20:49:34.368869680 CEST",f2:42:89:7e:73:bd,930,458,-55.0
1360,"Jun 12, 2025 20:50:34.681111134 CEST",f2:42:89:7e:73:bd,1566,458,-56.0
