frame.number,frame.time,wlan.sa,wlan.seq,frame.len,radiotap.dbm_antsignal
1076,"Jun 12, 2025 20:52:20.564534301 CEST",f2:42:89:7e:73:bd,2654,458,-62
1816,"Jun 12, 2025 20:52:53.021826811 CEST",f2:42:89:7e:73:bd,2981,458,-61
1383,"Jun 12, 2025 20:52:34.115205863 CEST",40:ee:dd:0e:38:54,1413,305,-84
1315,"Jun 12, 2025 20:52:30.596526987 CEST",f2:42:89:7e:73:bd,2756,458,-61
1788,"Jun 12, 2025 20:52:51.568630632 CEST",c4:ea:1d:53:75:c3,303,243,-84
338,"Jun 12, 2025 20:51:49.022598695 CEST",f2:42:89:7e:73:bd,2329,458,-61
1380,"Jun 12, 2025 20:52:33.975659976 CEST",f2:42:89:7e:73:bd,2791,458,-62
179,"Jun 12, 2025 20:51:42.264710768 CEST",f2:42:89:7e:73:bd,2263,458,-62
806,"Jun 12, 2025 20:52:10.526324553 CEST",f2:42:89:7e:73:bd,2551,458,-61
654,"Jun 12, 2025 20:52:04.996795973 CEST",f2:42:89:7e:73:bd,2486,458,-61
1207,"Jun 12, 2025 20:52:25.374151920 CEST",f2:42:89:7e:73:bd,2705,458,-62
1203,"Jun 12, 2025 20:52:25.169353112 CEST",f2:42:89:7e:73:bd,2703,458,-61
1928,"Jun 12, 2025 20:52:58.141785222 CEST",f2:42:89:7e:73:bd,3031,459,-61
493,"Jun 12, 2025 20:51:56.702500448 CEST",f2:42:89:7e:73:bd,2405,458,-61
734,"Jun 12, 2025 20:52:07.946639385 CEST",c4:ea:1d:53:75:c3,3869,243,-78
339,"Jun 12, 2025 20:51:49.057478549 CEST",40:ee:dd:0e:38:54,945,305,-84
725,"Jun 12, 2025 20:52:07.478538029 CEST",3a:07:16:cb:a7:f4,303,384,-83
442,"Jun 12, 2025 20:51:54.143999468 CEST",f2:42:89:7e:73:bd,2379,458,-61
135,"Jun 12, 2025 20:51:40.011504686 CEST",f2:42:89:7e:73:bd,2240,458,-63
1853,"Jun 12, 2025 20:52:54.865017485 CEST",f2:42:89:7e:73:bd,2999,458,-60
1382,"Jun 12, 2025 20:52:34.078045691 CEST",f2:42:89:7e:73:bd,2792,458,-63
1872,"Jun 12, 2025 20:52:55.664628944 CEST",c4:ea:1d:53:75:c3,356,243,-85
970,"Jun 12, 2025 20:52:16.694496567 CEST",3a:07:16:cb:a7:f4,378,384,-81
261,"Jun 12, 2025 20:51:46.347990702 CEST",40:ee:dd:0e:38:54,918,305,-84
414,"Jun 12, 2025 20:51:52.401752496 CEST",f2:42:89:7e:73:bd,2362,458,-61
1897,"Jun 12, 2025 20:52:56.691305171 CEST",c4:ea:1d:53:75:c3,366,243,-83
240,"Jun 12, 2025 20:51:45.336257226 CEST",f2:42:89:7e:73:bd,2293,458,-60
552,"Jun 12, 2025 20:51:59.878090095 CEST",f2:42:89:7e:73:bd,2436,458,-60
1555,"Jun 12, 2025 20:52:42.065154317 CEST",f2:42:89:7e:73:bd,2871,458,-61
1267,"Jun 12, 2025 20:52:28.119288994 CEST",c4:ea:1d:53:75:c3,15,243,-86
478,"Jun 12, 2025 20:51:55.985703850 CEST",f2:42:89:7e:73:bd,2397,458,-62
1021,"Jun 12, 2025 20:52:18.800939573 CEST",c4:ea:1d:53:75:c3,4006,243,-85
605,"Jun 12, 2025 20:52:02.727736199 CEST",c4:ea:1d:53:75:c3,3807,243,-84
1403,"Jun 12, 2025 20:52:35.102040083 CEST",f2:42:89:7e:73:bd,2802,458,-62
1684,"Jun 12, 2025 20:52:46.980284167 CEST",f2:42:89:7e:73:bd,2922,458,-59
1387,"Jun 12, 2025 20:52:34.315908900 CEST",40:ee:dd:0e:38:54,1415,305,-83
623,"Jun 12, 2025 20:52:03.563227849 CEST",f2:42:89:7e:73:bd,2472,458,-61
1662,"Jun 12, 2025 20:52:46.458411519 CEST",40:ee:dd:0e:38:54,1540,305,-83
66,"Jun 12, 2025 20:51:37.246744656 CEST",f2:42:89:7e:73:bd,2212,458,-62
1562,"Jun 12, 2025 20:52:42.679583429 CEST",f2:42:89:7e:73:bd,2877,458,-60
9,"Jun 12, 2025 20:51:35.008289961 CEST",40:ee:dd:0e:38:54,802,305,-83
1737,"Jun 12, 2025 20:52:49.380371218 CEST",3a:07:16:cb:a7:f4,644,384,-83
1676,"Jun 12, 2025 20:52:46.759469984 CEST",40:ee:dd:0e:38:54,1543,305,-83
780,"Jun 12, 2025 20:52:09.399958205 CEST",f2:42:89:7e:73:bd,2540,458,-60
1625,"Jun 12, 2025 20:52:45.203551246 CEST",3a:07:16:cb:a7:f4,610,384,-82
999,"Jun 12, 2025 20:52:17.796649292 CEST",f2:42:89:7e:73:bd,2624,458,-60
1471,"Jun 12, 2025 20:52:37.969216140 CEST",f2:42:89:7e:73:bd,2830,458,-62
1003,"Jun 12, 2025 20:52:18.103854000 CEST",f2:42:89:7e:73:bd,2627,458,-61
1023,"Jun 12, 2025 20:52:18.865226519 CEST",40:ee:dd:0e:38:54,1257,305,-83
1040,"Jun 12, 2025 20:52:19.363583118 CEST",40:ee:dd:0e:38:54,1262,305,-83
346,"Jun 12, 2025 20:51:49.358523605 CEST",40:ee:dd:0e:38:54,948,305,-83
1125,"Jun 12, 2025 20:52:22.097391168 CEST",f2:42:89:7e:73:bd,2671,458,-62
1450,"Jun 12, 2025 20:52:36.926915020 CEST",c4:ea:1d:53:75:c3,126,243,-84
1282,"Jun 12, 2025 20:52:28.855708060 CEST",f2:42:89:7e:73:bd,2739,458,-62
732,"Jun 12, 2025 20:52:07.863970423 CEST",f2:42:89:7e:73:bd,2519,458,-60
1681,"Jun 12, 2025 20:52:46.922785654 CEST",3a:07:16:cb:a7:f4,624,384,-82
171,"Jun 12, 2025 20:51:41.752283943 CEST",f2:42:89:7e:73:bd,2258,458,-61
1189,"Jun 12, 2025 20:52:24.657385913 CEST",f2:42:89:7e:73:bd,2698,458,-61
