frame.number,frame.time,wlan.sa,wlan.seq,frame.len,radiotap.dbm_antsignal
"1","Jun 12, 2025 19:27:16.885121391 CEST","f2:42:89:7e:73:bd","1983","458","-63"
"2","Jun 12, 2025 19:27:16.987521074 CEST","f2:42:89:7e:73:bd","1984","458","-64"
"3","Jun 12, 2025 19:27:17.089951907 CEST","f2:42:89:7e:73:bd","1985","458","-61"
"4","Jun 12, 2025 19:27:17.192345515 CEST","f2:42:89:7e:73:bd","1986","458","-64"
"5","Jun 12, 2025 19:27:17.294749878 CEST","f2:42:89:7e:73:bd","1987","458","-63"
"6","Jun 12, 2025 19:27:17.397126444 CEST","f2:42:89:7e:73:bd","1988","458","-64"
"7","Jun 12, 2025 19:27:17.499546521 CEST","f2:42:89:7e:73:bd","1989","458","-65"
"11","Jun 12, 2025 19:27:17.601927348 CEST","f2:42:89:7e:73:bd","1991","458","-66"
"22","Jun 12, 2025 19:27:17.704326333 CEST","f2:42:89:7e:73:bd","1994","458","-66"
"23","Jun 12, 2025 19:27:17.759632039 CEST","c4:ea:1d:53:75:c3","2860","243","-81"
"25","Jun 12, 2025 19:27:17.806741172 CEST","f2:42:89:7e:73:bd","1995","458","-67"
"26","Jun 12, 2025 19:27:17.862043805 CEST","c4:ea:1d:53:75:c3","2861","243","-81"
"27","Jun 12, 2025 19:27:17.909134989 CEST","f2:42:89:7e:73:bd","1996","458","-68"
"34","Jun 12, 2025 19:27:18.011530273 CEST","f2:42:89:7e:73:bd","1997","458","-67"
"35","Jun 12, 2025 19:27:18.113938477 CEST","f2:42:89:7e:73:bd","1998","458","-66"
"36","Jun 12, 2025 19:27:18.216348358 CEST","f2:42:89:7e:73:bd","1999","458","-66"
"37","Jun 12, 2025 19:27:18.322039870 CEST","f2:42:89:7e:73:bd","2000","458","-65"
"38","Jun 12, 2025 19:27:18.421137039 CEST","f2:42:89:7e:73:bd","2001","458","-64"
"39","Jun 12, 2025 19:27:18.523542380 CEST","f2:42:89:7e:73:bd","2002","458","-63"
"41","Jun 12, 2025 19:27:18.625920133 CEST","f2:42:89:7e:73:bd","2003","458","-65"
"42","Jun 12, 2025 19:27:18.728329525 CEST","f2:42:89:7e:73:bd","2004","458","-64"
"43","Jun 12, 2025 19:27:18.830722993 CEST","f2:42:89:7e:73:bd","2005","458","-61"
"44","Jun 12, 2025 19:27:18.933112200 CEST","f2:42:89:7e:73:bd","2006","458","-60"
"45","Jun 12, 2025 19:27:19.035537306 CEST","f2:42:89:7e:73:bd","2007","459","-61"
"48","Jun 12, 2025 19:27:19.137909263 CEST","f2:42:89:7e:73:bd","2008","458","-64"
"49","Jun 12, 2025 19:27:19.240331715 CEST","f2:42:89:7e:73:bd","2009","458","-64"
"50","Jun 12, 2025 19:27:19.342713170 CEST","f2:42:89:7e:73:bd","2010","458","-66"
"51","Jun 12, 2025 19:27:19.445117463 CEST","f2:42:89:7e:73:bd","2011","458","-66"
"52","Jun 12, 2025 19:27:19.547518054 CEST","f2:42:89:7e:73:bd","2012","458","-66"
"53","Jun 12, 2025 19:27:19.605357882 CEST","c4:ea:1d:53:75:c3","2882","243","-86"
"54","Jun 12, 2025 19:27:19.649921510 CEST","f2:42:89:7e:73:bd","2013","458","-64"
"56","Jun 12, 2025 19:27:19.752328876 CEST","f2:42:89:7e:73:bd","2014","458","-65"
"57","Jun 12, 2025 19:27:19.854707048 CEST","f2:42:89:7e:73:bd","2015","458","-63"
"58","Jun 12, 2025 19:27:19.957114484 CEST","f2:42:89:7e:73:bd","2016","459","-60"
"59","Jun 12, 2025 19:27:20.059518079 CEST","f2:42:89:7e:73:bd","2017","458","-63"
"60","Jun 12, 2025 19:27:20.166242405 CEST","f2:42:89:7e:73:bd","2018","458","-63"
"61","Jun 12, 2025 19:27:20.264314164 CEST","f2:42:89:7e:73:bd","2019","458","-65"
"62","Jun 12, 2025 19:27:20.366701136 CEST","f2:42:89:7e:73:bd","2020","458","-66"
"63","Jun 12, 2025 19:27:20.469094534 CEST","f2:42:89:7e:73:bd","2021","458","-68"
"66","Jun 12, 2025 19:27:20.571508186 CEST","f2:42:89:7e:73:bd","2022","458","-67"
"70","Jun 12, 2025 19:27:20.673906473 CEST","f2:42:89:7e:73:bd","2023","459","-65"
"71","Jun 12, 2025 19:27:20.779769167 CEST","f2:42:89:7e:73:bd","2024","458","-64"
"74","Jun 12, 2025 19:27:20.878870107 CEST","f2:42:89:7e:73:bd","2025","458","-64"
"75","Jun 12, 2025 19:27:20.981096514 CEST","f2:42:89:7e:73:bd","2026","458","-63"
"76","Jun 12, 2025 19:27:21.083507582 CEST","f2:42:89:7e:73:bd","2027","458","-63"
"77","Jun 12, 2025 19:27:21.185909571 CEST","f2:42:89:7e:73:bd","2028","458","-64"
"78","Jun 12, 2025 19:27:21.288309184 CEST","f2:42:89:7e:73:bd","2029","458","-69"
"79","Jun 12, 2025 19:27:21.343691995 CEST","c4:ea:1d:53:75:c3","2904","243","-85"
"80","Jun 12, 2025 19:27:21.390686100 CEST","f2:42:89:7e:73:bd","2030","458","-65"
"81","Jun 12, 2025 19:27:21.493091720 CEST","f2:42:89:7e:73:bd","2031","458","-63"
"82","Jun 12, 2025 19:27:21.595502508 CEST","f2:42:89:7e:73:bd","2032","458","-67"
"83","Jun 12, 2025 19:27:21.697902471 CEST","f2:42:89:7e:73:bd","2033","458","-66"
"84","Jun 12, 2025 19:27:21.800290492 CEST","f2:42:89:7e:73:bd","2034","458","-62"
"85","Jun 12, 2025 19:27:21.855625601 CEST","c4:ea:1d:53:75:c3","2909","243","-83"
"86","Jun 12, 2025 19:27:21.902682004 CEST","f2:42:89:7e:73:bd","2035","458","-63"
"87","Jun 12, 2025 19:27:22.005087973 CEST","f2:42:89:7e:73:bd","2036","458","-66"
"88","Jun 12, 2025 19:27:22.107501416 CEST","f2:42:89:7e:73:bd","2037","458","-64"
"89","Jun 12, 2025 19:27:22.165478132 CEST","c4:ea:1d:53:75:c3","2912","243","-83"
"90","Jun 12, 2025 19:27:22.209879169 CEST","f2:42:89:7e:73:bd","2038","458","-63"
"91","Jun 12, 2025 19:27:22.312300643 CEST","f2:42:89:7e:73:bd","2039","458","-67"
"92","Jun 12, 2025 19:27:22.414681889 CEST","f2:42:89:7e:73:bd","2040","458","-63"
"93","Jun 12, 2025 19:27:22.517072214 CEST","f2:42:89:7e:73:bd","2041","458","-63"
"94","Jun 12, 2025 19:27:22.619487262 CEST","f2:42:89:7e:73:bd","2042","458","-65"
"96","Jun 12, 2025 19:27:22.721874933 CEST","f2:42:89:7e:73:bd","2043","458","-64"
"97","Jun 12, 2025 19:27:22.824255341 CEST","f2:42:89:7e:73:bd","2044","458","-64"
"98","Jun 12, 2025 19:27:22.926669551 CEST","f2:42:89:7e:73:bd","2045","458","-63"
"99","Jun 12, 2025 19:27:23.029901254 CEST","f2:42:89:7e:73:bd","2046","458","-63"
"100","Jun 12, 2025 19:27:23.131496995 CEST","f2:42:89:7e:73:bd","2047","458","-62"
"101","Jun 12, 2025 19:27:23.242579906 CEST","f2:42:89:7e:73:bd","2048","458","-63"
"102","Jun 12, 2025 19:27:23.336455251 CEST","f2:42:89:7e:73:bd","2049","458","-63"
"106","Jun 12, 2025 19:27:23.439076122 CEST","f2:42:89:7e:73:bd","2051","458","-64"
"108","Jun 12, 2025 19:27:23.541072961 CEST","f2:42:89:7e:73:bd","2052","459","-64"
"109","Jun 12, 2025 19:27:23.643463635 CEST","f2:42:89:7e:73:bd","2053","458","-64"
"110","Jun 12, 2025 19:27:23.745890068 CEST","f2:42:89:7e:73:bd","2054","458","-63"
"111","Jun 12, 2025 19:27:23.848262025 CEST","f2:42:89:7e:73:bd","2055","458","-64"
"112","Jun 12, 2025 19:27:23.950666109 CEST","f2:42:89:7e:73:bd","2056","458","-63"
"113","Jun 12, 2025 19:27:24.053065164 CEST","f2:42:89:7e:73:bd","2057","458","-65"
"114","Jun 12, 2025 19:27:24.155477768 CEST","f2:42:89:7e:73:bd","2058","459","-63"
"115","Jun 12, 2025 19:27:24.257869001 CEST","f2:42:89:7e:73:bd","2059","458","-63"
"116","Jun 12, 2025 19:27:24.360258069 CEST","f2:42:89:7e:73:bd","2060","458","-64"
"117","Jun 12, 2025 19:27:24.462675003 CEST","f2:42:89:7e:73:bd","2061","458","-64"
"118","Jun 12, 2025 19:27:24.565056737 CEST","f2:42:89:7e:73:bd","2062","458","-63"
"119","Jun 12, 2025 19:27:24.667460123 CEST","f2:42:89:7e:73:bd","2063","458","-63"
"121","Jun 12, 2025 19:27:24.769863159 CEST","f2:42:89:7e:73:bd","2064","458","-63"
"122","Jun 12, 2025 19:27:24.872251598 CEST","f2:42:89:7e:73:bd","2065","458","-63"
