frame.number,frame.time,wlan.sa,wlan.seq,frame.len,radiotap.dbm_antsignal
3,"Jun  5, 2025 00:42:55.688056206 CEST",f2:42:89:7e:73:bd,2900,458,-73.0
14,"Jun  5, 2025 00:42:55.892841256 CEST",f2:42:89:7e:73:bd,2902,458,-72.0
35,"Jun  5, 2025 00:42:56.097640693 CEST",f2:42:89:7e:73:bd,2904,458,-73.0
42,"Jun  5, 2025 00:42:56.200053856 CEST",f2:42:89:7e:73:bd,2905,458,-75.0
58,"Jun  5, 2025 00:42:56.303422168 CEST",f2:42:89:7e:73:bd,2906,458,-73.0
68,"Jun  5, 2025 00:42:56.404836601 CEST",f2:42:89:7e:73:bd,2907,458,-73.0
83,"Jun  5, 2025 00:42:56.712039563 CEST",f2:42:89:7e:73:bd,2910,458,-71.0
99,"Jun  5, 2025 00:42:56.814431983 CEST",f2:42:89:7e:73:bd,2911,458,-71.0
107,"Jun  5, 2025 00:42:56.916830759 CEST",f2:42:89:7e:73:bd,2912,458,-73.0
114,"Jun  5, 2025 00:42:57.019232398 CEST",f2:42:89:7e:73:bd,2913,458,-71.0
121,"Jun  5, 2025 00:42:57.121654431 CEST",f2:42:89:7e:73:bd,2914,458,-73.0
126,"Jun  5, 2025 00:42:57.224043569 CEST",f2:42:89:7e:73:bd,2915,458,-74.0
149,"Jun  5, 2025 00:42:57.428832180 CEST",f2:42:89:7e:73:bd,2917,458,-71.0
161,"Jun  5, 2025 00:42:57.531231236 CEST",f2:42:89:7e:73:bd,2918,458,-71.0
179,"Jun  5, 2025 00:42:57.633624075 CEST",f2:42:89:7e:73:bd,2919,458,-72.0
201,"Jun  5, 2025 00:42:57.838416947 CEST",f2:42:89:7e:73:bd,2921,458,-73.0
207,"Jun  5, 2025 00:42:57.942325551 CEST",f2:42:89:7e:73:bd,2922,458,-73.0
211,"Jun  5, 2025 00:42:58.043224066 CEST",f2:42:89:7e:73:bd,2923,458,-73.0
226,"Jun  5, 2025 00:42:58.145645541 CEST",f2:42:89:7e:73:bd,2924,458,-73.0
236,"Jun  5, 2025 00:42:58.248012399 CEST",f2:42:89:7e:73:bd,2925,458,-73.0
257,"Jun  5, 2025 00:42:58.354044109 CEST",f2:42:89:7e:73:bd,2926,458,-73.0
267,"Jun  5, 2025 00:42:58.452816725 CEST",f2:42:89:7e:73:bd,2927,458,-73.0
272,"Jun  5, 2025 00:42:58.555224580 CEST",f2:42:89:7e:73:bd,2928,458,-73.0
276,"Jun  5, 2025 00:42:58.657631318 CEST",f2:42:89:7e:73:bd,2929,458,-72.0
283,"Jun  5, 2025 00:42:58.760008862 CEST",f2:42:89:7e:73:bd,2930,458,-72.0
299,"Jun  5, 2025 00:42:58.862410291 CEST",f2:42:89:7e:73:bd,2931,458,-73.0
309,"Jun  5, 2025 00:42:58.966516826 CEST",f2:42:89:7e:73:bd,2932,458,-72.0
317,"Jun  5, 2025 00:42:59.067235919 CEST",f2:42:89:7e:73:bd,2933,458,-71.0
336,"Jun  5, 2025 00:42:59.170709831 CEST",f2:42:89:7e:73:bd,2934,458,-72.0
348,"Jun  5, 2025 00:42:59.272008467 CEST",f2:42:89:7e:73:bd,2935,458,-72.0
359,"Jun  5, 2025 00:42:59.374396208 CEST",f2:42:89:7e:73:bd,2936,458,-72.0
380,"Jun  5, 2025 00:42:59.476798196 CEST",f2:42:89:7e:73:bd,2937,458,-72.0
388,"Jun  5, 2025 00:42:59.579197182 CEST",f2:42:89:7e:73:bd,2938,458,-72.0
393,"Jun  5, 2025 00:42:59.681617049 CEST",f2:42:89:7e:73:bd,2939,458,-72.0
401,"Jun  5, 2025 00:42:59.783995850 CEST",f2:42:89:7e:73:bd,2940,458,-72.0
409,"Jun  5, 2025 00:42:59.886395534 CEST",f2:42:89:7e:73:bd,2941,458,-72.0
413,"Jun  5, 2025 00:42:59.988794729 CEST",f2:42:89:7e:73:bd,2942,458,-71.0
418,"Jun  5, 2025 00:43:00.091193225 CEST",f2:42:89:7e:73:bd,2943,458,-72.0
424,"Jun  5, 2025 00:43:00.193593956 CEST",f2:42:89:7e:73:bd,2944,458,-71.0
428,"Jun  5, 2025 00:43:00.295988123 CEST",f2:42:89:7e:73:bd,2945,458,-72.0
432,"Jun  5, 2025 00:43:00.398389273 CEST",f2:42:89:7e:73:bd,2946,458,-72.0
437,"Jun  5, 2025 00:43:00.500918163 CEST",f2:42:89:7e:73:bd,2947,458,-73.0
440,"Jun  5, 2025 00:43:00.603186126 CEST",f2:42:89:7e:73:bd,2948,458,-72.0
446,"Jun  5, 2025 00:43:00.705600337 CEST",f2:42:89:7e:73:bd,2949,458,-73.0
462,"Jun  5, 2025 00:43:00.807985982 CEST",f2:42:89:7e:73:bd,2950,458,-73.0
484,"Jun  5, 2025 00:43:01.012784302 CEST",f2:42:89:7e:73:bd,2952,458,-73.0
493,"Jun  5, 2025 00:43:01.115187058 CEST",f2:42:89:7e:73:bd,2953,458,-72.0
501,"Jun  5, 2025 00:43:01.217582691 CEST",f2:42:89:7e:73:bd,2954,458,-72.0
538,"Jun  5, 2025 00:43:01.425764402 CEST",f2:42:89:7e:73:bd,2956,458,-72.0
542,"Jun  5, 2025 00:43:01.524809399 CEST",f2:42:89:7e:73:bd,2957,458,-72.0
548,"Jun  5, 2025 00:43:01.729572030 CEST",f2:42:89:7e:73:bd,2959,458,-72.0
558,"Jun  5, 2025 00:43:01.934374750 CEST",f2:42:89:7e:73:bd,2961,458,-73.0
562,"Jun  5, 2025 00:43:02.036772897 CEST",f2:42:89:7e:73:bd,2962,458,-73.0
569,"Jun  5, 2025 00:43:02.139174816 CEST",f2:42:89:7e:73:bd,2963,458,-71.0
586,"Jun  5, 2025 00:43:02.241575477 CEST",f2:42:89:7e:73:bd,2964,458,-71.0
594,"Jun  5, 2025 00:43:02.343975370 CEST",f2:42:89:7e:73:bd,2965,458,-73.0
602,"Jun  5, 2025 00:43:02.446384343 CEST",f2:42:89:7e:73:bd,2966,458,-72.0
614,"Jun  5, 2025 00:43:02.548773061 CEST",f2:42:89:7e:73:bd,2967,458,-72.0
625,"Jun  5, 2025 00:43:02.651186783 CEST",f2:42:89:7e:73:bd,2968,458,-73.0
635,"Jun  5, 2025 00:43:02.753565305 CEST",f2:42:89:7e:73:bd,2969,458,-73.0
650,"Jun  5, 2025 00:43:02.855959681 CEST",f2:42:89:7e:73:bd,2970,458,-72.0
661,"Jun  5, 2025 00:43:02.958426551 CEST",f2:42:89:7e:73:bd,2971,458,-71.0
682,"Jun  5, 2025 00:43:03.060959143 CEST",f2:42:89:7e:73:bd,2972,458,-72.0
693,"Jun  5, 2025 00:43:03.163180522 CEST",f2:42:89:7e:73:bd,2973,458,-71.0
699,"Jun  5, 2025 00:43:03.267272250 CEST",f2:42:89:7e:73:bd,2974,458,-72.0
702,"Jun  5, 2025 00:43:03.367973045 CEST",f2:42:89:7e:73:bd,2975,458,-73.0
707,"Jun  5, 2025 00:43:03.470354011 CEST",f2:42:89:7e:73:bd,2976,458,-75.0
712,"Jun  5, 2025 00:43:03.572757396 CEST",f2:42:89:7e:73:bd,2977,458,-76.0
718,"Jun  5, 2025 00:43:03.675173213 CEST",f2:42:89:7e:73:bd,2978,458,-75.0
725,"Jun  5, 2025 00:43:03.777545519 CEST",f2:42:89:7e:73:bd,2979,458,-74.0
731,"Jun  5, 2025 00:43:03.881665394 CEST",f2:42:89:7e:73:bd,2980,458,-74.0
737,"Jun  5, 2025 00:43:04.084750437 CEST",f2:42:89:7e:73:bd,2982,458,-74.0
753,"Jun  5, 2025 00:43:04.188250121 CEST",f2:42:89:7e:73:bd,2983,458,-73.0
785,"Jun  5, 2025 00:43:04.596742639 CEST",f2:42:89:7e:73:bd,2987,458,-72.0
789,"Jun  5, 2025 00:43:04.699141345 CEST",f2:42:89:7e:73:bd,2988,458,-72.0
804,"Jun  5, 2025 00:43:04.801536279 CEST",f2:42:89:7e:73:bd,2989,458,-71.0
826,"Jun  5, 2025 00:43:05.006349336 CEST",f2:42:89:7e:73:bd,2991,458,-72.0
834,"Jun  5, 2025 00:43:05.108733165 CEST",f2:42:89:7e:73:bd,2992,458,-72.0
847,"Jun  5, 2025 00:43:05.313533860 CEST",f2:42:89:7e:73:bd,2995,458,-73.0
870,"Jun  5, 2025 00:43:05.415935499 CEST",f2:42:89:7e:73:bd,2996,458,-73.0
924,"Jun  5, 2025 00:43:05.518344960 CEST",f2:42:89:7e:73:bd,2997,458,-74.0
980,"Jun  5, 2025 00:43:05.620731444 CEST",f2:42:89:7e:73:bd,2998,458,-74.0
1025,"Jun  5, 2025 00:43:05.723124912 CEST",f2:42:89:7e:73:bd,2999,458,-73.0
1058,"Jun  5, 2025 00:43:05.825520963 CEST",f2:42:89:7e:73:bd,3000,458,-74.0
1073,"Jun  5, 2025 00:43:05.927921555 CEST",f2:42:89:7e:73:bd,3001,458,-75.0
1103,"Jun  5, 2025 00:43:06.132729792 CEST",f2:42:89:7e:73:bd,3003,458,-73.0
1128,"Jun  5, 2025 00:43:06.339235801 CEST",f2:42:89:7e:73:bd,3005,458,-75.0
1144,"Jun  5, 2025 00:43:06.542318470 CEST",f2:42:89:7e:73:bd,3007,458,-73.0
1149,"Jun  5, 2025 00:43:06.747126637 CEST",f2:42:89:7e:73:bd,3009,458,-72.0
1165,"Jun  5, 2025 00:43:06.849520105 CEST",f2:42:89:7e:73:bd,3010,458,-73.0
1174,"Jun  5, 2025 00:43:06.951923630 CEST",f2:42:89:7e:73:bd,3011,458,-71.0
1185,"Jun  5, 2025 00:43:07.054314583 CEST",f2:42:89:7e:73:bd,3012,458,-71.0
1187,"Jun  5, 2025 00:43:07.156731308 CEST",f2:42:89:7e:73:bd,3013,458,-71.0
1201,"Jun  5, 2025 00:43:07.259115696 CEST",f2:42:89:7e:73:bd,3014,458,-72.0
1210,"Jun  5, 2025 00:43:07.361516358 CEST",f2:42:89:7e:73:bd,3015,458,-71.0
1219,"Jun  5, 2025 00:43:07.463908918 CEST",f2:42:89:7e:73:bd,3016,458,-72.0
1239,"Jun  5, 2025 00:43:07.771121867 CEST",f2:42:89:7e:73:bd,3019,458,-73.0
1246,"Jun  5, 2025 00:43:07.873511214 CEST",f2:42:89:7e:73:bd,3020,458,-74.0
1250,"Jun  5, 2025 00:43:07.976041361 CEST",f2:42:89:7e:73:bd,3021,458,-73.0
1261,"Jun  5, 2025 00:43:08.079822366 CEST",f2:42:89:7e:73:bd,3022,458,-73.0
1267,"Jun  5, 2025 00:43:08.182431504 CEST",f2:42:89:7e:73:bd,3023,458,-75.0
1273,"Jun  5, 2025 00:43:08.283099263 CEST",f2:42:89:7e:73:bd,3024,458,-74.0
1296,"Jun  5, 2025 00:43:08.487897234 CEST",f2:42:89:7e:73:bd,3026,458,-72.0
1303,"Jun  5, 2025 00:43:08.590288955 CEST",f2:42:89:7e:73:bd,3027,458,-73.0
1319,"Jun  5, 2025 00:43:08.796810609 CEST",f2:42:89:7e:73:bd,3029,458,-74.0
1344,"Jun  5, 2025 00:43:09.102280809 CEST",f2:42:89:7e:73:bd,3032,458,-72.0
1359,"Jun  5, 2025 00:43:09.205930721 CEST",f2:42:89:7e:73:bd,3033,458,-72.0
1368,"Jun  5, 2025 00:43:09.307081992 CEST",f2:42:89:7e:73:bd,3034,458,-72.0
1383,"Jun  5, 2025 00:43:09.409485517 CEST",f2:42:89:7e:73:bd,3035,458,-73.0
1394,"Jun  5, 2025 00:43:09.511882197 CEST",f2:42:89:7e:73:bd,3036,458,-73.0
1407,"Jun  5, 2025 00:43:09.614303182 CEST",f2:42:89:7e:73:bd,3037,458,-73.0
1412,"Jun  5, 2025 00:43:09.716839545 CEST",f2:42:89:7e:73:bd,3038,458,-73.0
1417,"Jun  5, 2025 00:43:09.819082226 CEST",f2:42:89:7e:73:bd,3039,458,-74.0
1424,"Jun  5, 2025 00:43:09.921472341 CEST",f2:42:89:7e:73:bd,3040,458,-75.0
1428,"Jun  5, 2025 00:43:10.023876076 CEST",f2:42:89:7e:73:bd,3041,458,-73.0
1437,"Jun  5, 2025 00:43:10.228672859 CEST",f2:42:89:7e:73:bd,3043,458,-72.0
1440,"Jun  5, 2025 00:43:10.331075895 CEST",f2:42:89:7e:73:bd,3044,458,-73.0
1446,"Jun  5, 2025 00:43:10.433471598 CEST",f2:42:89:7e:73:bd,3045,458,-72.0
1452,"Jun  5, 2025 00:43:10.535866462 CEST",f2:42:89:7e:73:bd,3046,458,-73.0
1459,"Jun  5, 2025 00:43:10.740666318 CEST",f2:42:89:7e:73:bd,3048,458,-74.0
1472,"Jun  5, 2025 00:43:10.843066561 CEST",f2:42:89:7e:73:bd,3049,458,-74.0
1482,"Jun  5, 2025 00:43:10.945467222 CEST",f2:42:89:7e:73:bd,3050,458,-73.0
1510,"Jun  5, 2025 00:43:11.154065676 CEST",f2:42:89:7e:73:bd,3052,458,-72.0
1518,"Jun  5, 2025 00:43:11.254378362 CEST",f2:42:89:7e:73:bd,3053,458,-73.0
1546,"Jun  5, 2025 00:43:11.457462986 CEST",f2:42:89:7e:73:bd,3057,458,-72.0
1556,"Jun  5, 2025 00:43:11.559858619 CEST",f2:42:89:7e:73:bd,3058,458,-74.0
1562,"Jun  5, 2025 00:43:11.665110900 CEST",f2:42:89:7e:73:bd,3061,458,-74.0
1565,"Jun  5, 2025 00:43:11.764655333 CEST",f2:42:89:7e:73:bd,3062,458,-73.0
1570,"Jun  5, 2025 00:43:11.867115569 CEST",f2:42:89:7e:73:bd,3063,458,-73.0
1581,"Jun  5, 2025 00:43:11.969452605 CEST",f2:42:89:7e:73:bd,3064,458,-73.0
1587,"Jun  5, 2025 00:43:12.071857457 CEST",f2:42:89:7e:73:bd,3065,458,-75.0
1606,"Jun  5, 2025 00:43:12.276662062 CEST",f2:42:89:7e:73:bd,3067,458,-72.0
1611,"Jun  5, 2025 00:43:12.379046171 CEST",f2:42:89:7e:73:bd,3068,458,-74.0
1622,"Jun  5, 2025 00:43:12.481454305 CEST",f2:42:89:7e:73:bd,3069,458,-71.0
1635,"Jun  5, 2025 00:43:12.583858180 CEST",f2:42:89:7e:73:bd,3070,458,-72.0
