frame.number,frame.time,wlan.sa,wlan.seq,frame.len,radiotap.dbm_antsignal
6,"Jun 12, 2025 20:45:09.257849969 CEST",f2:42:89:7e:73:bd,2273,458,-66.0
9,"Jun 12, 2025 20:45:09.361894974 CEST",f2:42:89:7e:73:bd,2274,458,-65.0
12,"Jun 12, 2025 20:45:09.462635927 CEST",f2:42:89:7e:73:bd,2275,458,-64.0
25,"Jun 12, 2025 20:45:10.077026975 CEST",f2:42:89:7e:73:bd,2281,458,-67.0
27,"Jun 12, 2025 20:45:10.179456131 CEST",f2:42:89:7e:73:bd,2282,458,-66.0
30,"Jun 12, 2025 20:45:10.282964895 CEST",f2:42:89:7e:73:bd,2283,458,-65.0
63,"Jun 12, 2025 20:45:11.101022694 CEST",f2:42:89:7e:73:bd,2292,458,-63.0
66,"Jun 12, 2025 20:45:11.203440955 CEST",f2:42:89:7e:73:bd,2293,458,-61.0
75,"Jun 12, 2025 20:45:11.920211782 CEST",f2:42:89:7e:73:bd,2302,458,-67.0
77,"Jun 12, 2025 20:45:12.022625573 CEST",f2:42:89:7e:73:bd,2303,458,-67.0
93,"Jun 12, 2025 20:45:12.637012012 CEST",f2:42:89:7e:73:bd,2309,458,-63.0
96,"Jun 12, 2025 20:45:12.739397238 CEST",f2:42:89:7e:73:bd,2310,458,-65.0
98,"Jun 12, 2025 20:45:12.841814941 CEST",f2:42:89:7e:73:bd,2311,458,-64.0
101,"Jun 12, 2025 20:45:12.944212879 CEST",f2:42:89:7e:73:bd,2312,458,-65.0
106,"Jun 12, 2025 20:45:13.456206757 CEST",f2:42:89:7e:73:bd,2317,458,-66.0
109,"Jun 12, 2025 20:45:13.558586746 CEST",f2:42:89:7e:73:bd,2318,458,-63.0
112,"Jun 12, 2025 20:45:13.660980423 CEST",f2:42:89:7e:73:bd,2319,458,-66.0
114,"Jun 12, 2025 20:45:13.763379548 CEST",f2:42:89:7e:73:bd,2320,458,-65.0
121,"Jun 12, 2025 20:45:14.279118107 CEST",f2:42:89:7e:73:bd,2326,458,-63.0
126,"Jun 12, 2025 20:45:14.377773739 CEST",f2:42:89:7e:73:bd,2327,458,-64.0
128,"Jun 12, 2025 20:45:14.480188089 CEST",f2:42:89:7e:73:bd,2328,458,-66.0
131,"Jun 12, 2025 20:45:14.582580998 CEST",f2:42:89:7e:73:bd,2329,458,-67.0
139,"Jun 12, 2025 20:45:15.299363419 CEST",f2:42:89:7e:73:bd,2336,458,-60.0
141,"Jun 12, 2025 20:45:15.401752067 CEST",f2:42:89:7e:73:bd,2337,458,-61.0
144,"Jun 12, 2025 20:45:15.504186322 CEST",f2:42:89:7e:73:bd,2338,458,-61.0
148,"Jun 12, 2025 20:45:16.016165115 CEST",f2:42:89:7e:73:bd,2343,458,-65.0
151,"Jun 12, 2025 20:45:16.118572691 CEST",f2:42:89:7e:73:bd,2344,458,-65.0
155,"Jun 12, 2025 20:45:16.220951213 CEST",f2:42:89:7e:73:bd,2345,458,-64.0
158,"Jun 12, 2025 20:45:16.323348033 CEST",f2:42:89:7e:73:bd,2346,458,-65.0
162,"Jun 12, 2025 20:45:16.835343099 CEST",f2:42:89:7e:73:bd,2351,458,-66.0
164,"Jun 12, 2025 20:45:16.937740687 CEST",f2:42:89:7e:73:bd,2352,458,-67.0
167,"Jun 12, 2025 20:45:17.040156504 CEST",f2:42:89:7e:73:bd,2353,458,-69.0
174,"Jun 12, 2025 20:45:17.654537006 CEST",f2:42:89:7e:73:bd,2359,458,-65.0
177,"Jun 12, 2025 20:45:17.756931172 CEST",f2:42:89:7e:73:bd,2360,458,-64.0
181,"Jun 12, 2025 20:45:17.859330786 CEST",f2:42:89:7e:73:bd,2361,458,-66.0
183,"Jun 12, 2025 20:45:17.961739479 CEST",f2:42:89:7e:73:bd,2362,458,-65.0
192,"Jun 12, 2025 20:45:18.473725885 CEST",f2:42:89:7e:73:bd,2367,458,-65.0
198,"Jun 12, 2025 20:45:18.576137092 CEST",f2:42:89:7e:73:bd,2368,458,-64.0
209,"Jun 12, 2025 20:45:19.497708054 CEST",f2:42:89:7e:73:bd,2377,458,-61.0
210,"Jun 12, 2025 20:45:19.600122614 CEST",f2:42:89:7e:73:bd,2378,458,-62.0
216,"Jun 12, 2025 20:45:20.214501999 CEST",f2:42:89:7e:73:bd,2384,458,-69.0
219,"Jun 12, 2025 20:45:20.316897282 CEST",f2:42:89:7e:73:bd,2385,458,-70.0
221,"Jun 12, 2025 20:45:20.419312401 CEST",f2:42:89:7e:73:bd,2386,458,-68.0
226,"Jun 12, 2025 20:45:21.033692065 CEST",f2:42:89:7e:73:bd,2392,458,-66.0
232,"Jun 12, 2025 20:45:21.238489127 CEST",f2:42:89:7e:73:bd,2394,458,-69.0
235,"Jun 12, 2025 20:45:21.340885319 CEST",f2:42:89:7e:73:bd,2395,458,-70.0
240,"Jun 12, 2025 20:45:21.852882620 CEST",f2:42:89:7e:73:bd,2400,458,-68.0
243,"Jun 12, 2025 20:45:21.955281675 CEST",f2:42:89:7e:73:bd,2401,458,-70.0
245,"Jun 12, 2025 20:45:22.057674933 CEST",f2:42:89:7e:73:bd,2402,458,-72.0
248,"Jun 12, 2025 20:45:22.160075036 CEST",f2:42:89:7e:73:bd,2403,458,-70.0
251,"Jun 12, 2025 20:45:22.262475907 CEST",f2:42:89:7e:73:bd,2404,458,-71.0
256,"Jun 12, 2025 20:45:22.364871190 CEST",f2:42:89:7e:73:bd,2405,458,-70.0
261,"Jun 12, 2025 20:45:22.467274855 CEST",f2:42:89:7e:73:bd,2406,458,-71.0
268,"Jun 12, 2025 20:45:22.672070241 CEST",f2:42:89:7e:73:bd,2408,458,-70.0
271,"Jun 12, 2025 20:45:22.774482566 CEST",f2:42:89:7e:73:bd,2409,458,-70.0
275,"Jun 12, 2025 20:45:22.876868421 CEST",f2:42:89:7e:73:bd,2410,458,-69.0
278,"Jun 12, 2025 20:45:22.979264543 CEST",f2:42:89:7e:73:bd,2411,458,-70.0
283,"Jun 12, 2025 20:45:23.184073758 CEST",f2:42:89:7e:73:bd,2413,458,-70.0
297,"Jun 12, 2025 20:45:23.388859995 CEST",f2:42:89:7e:73:bd,2415,458,-70.0
298,"Jun 12, 2025 20:45:23.491261285 CEST",f2:42:89:7e:73:bd,2416,458,-70.0
301,"Jun 12, 2025 20:45:23.593647420 CEST",f2:42:89:7e:73:bd,2417,458,-71.0
307,"Jun 12, 2025 20:45:23.696051363 CEST",f2:42:89:7e:73:bd,2418,458,-70.0
311,"Jun 12, 2025 20:45:23.798458241 CEST",f2:42:89:7e:73:bd,2419,458,-70.0
317,"Jun 12, 2025 20:45:23.900855131 CEST",f2:42:89:7e:73:bd,2420,458,-71.0
322,"Jun 12, 2025 20:45:24.003248040 CEST",f2:42:89:7e:73:bd,2421,458,-70.0
325,"Jun 12, 2025 20:45:24.106040022 CEST",f2:42:89:7e:73:bd,2422,458,-70.0
331,"Jun 12, 2025 20:45:24.208330125 CEST",f2:42:89:7e:73:bd,2424,458,-71.0
333,"Jun 12, 2025 20:45:24.311439396 CEST",f2:42:89:7e:73:bd,2425,458,-70.0
335,"Jun 12, 2025 20:45:24.412852571 CEST",f2:42:89:7e:73:bd,2426,458,-69.0
338,"Jun 12, 2025 20:45:24.515261474 CEST",f2:42:89:7e:73:bd,2427,458,-69.0
341,"Jun 12, 2025 20:45:24.617667932 CEST",f2:42:89:7e:73:bd,2428,458,-71.0
348,"Jun 12, 2025 20:45:24.720037375 CEST",f2:42:89:7e:73:bd,2429,458,-70.0
354,"Jun 12, 2025 20:45:24.822441947 CEST",f2:42:89:7e:73:bd,2430,458,-70.0
358,"Jun 12, 2025 20:45:24.924838069 CEST",f2:42:89:7e:73:bd,2431,458,-70.0
361,"Jun 12, 2025 20:45:25.027247181 CEST",f2:42:89:7e:73:bd,2432,458,-71.0
364,"Jun 12, 2025 20:45:25.129652592 CEST",f2:42:89:7e:73:bd,2433,458,-70.0
369,"Jun 12, 2025 20:45:25.232035723 CEST",f2:42:89:7e:73:bd,2434,458,-70.0
372,"Jun 12, 2025 20:45:25.334429540 CEST",f2:42:89:7e:73:bd,2435,458,-70.0
375,"Jun 12, 2025 20:45:25.436831598 CEST",f2:42:89:7e:73:bd,2436,458,-71.0
378,"Jun 12, 2025 20:45:25.539227022 CEST",f2:42:89:7e:73:bd,2437,458,-70.0
382,"Jun 12, 2025 20:45:25.641634877 CEST",f2:42:89:7e:73:bd,2438,458,-70.0
392,"Jun 12, 2025 20:45:25.744025760 CEST",f2:42:89:7e:73:bd,2439,458,-70.0
398,"Jun 12, 2025 20:45:26.051227605 CEST",f2:42:89:7e:73:bd,2442,458,-71.0
400,"Jun 12, 2025 20:45:26.158709150 CEST",f2:42:89:7e:73:bd,2443,458,-71.0
404,"Jun 12, 2025 20:45:26.256028299 CEST",f2:42:89:7e:73:bd,2444,458,-71.0
407,"Jun 12, 2025 20:45:26.358443907 CEST",f2:42:89:7e:73:bd,2445,458,-69.0
413,"Jun 12, 2025 20:45:26.460824663 CEST",f2:42:89:7e:73:bd,2447,458,-70.0
420,"Jun 12, 2025 20:45:26.563249001 CEST",f2:42:89:7e:73:bd,2448,458,-70.0
425,"Jun 12, 2025 20:45:26.665619700 CEST",f2:42:89:7e:73:bd,2449,458,-69.0
429,"Jun 12, 2025 20:45:26.768056749 CEST",f2:42:89:7e:73:bd,2450,458,-69.0
433,"Jun 12, 2025 20:45:26.872267347 CEST",f2:42:89:7e:73:bd,2451,459,-70.0
437,"Jun 12, 2025 20:45:26.974350510 CEST",f2:42:89:7e:73:bd,2452,459,-69.0
441,"Jun 12, 2025 20:45:27.075225978 CEST",f2:42:89:7e:73:bd,2453,459,-70.0
446,"Jun 12, 2025 20:45:27.177637674 CEST",f2:42:89:7e:73:bd,2454,459,-71.0
454,"Jun 12, 2025 20:45:27.280081986 CEST",f2:42:89:7e:73:bd,2455,459,-70.0
459,"Jun 12, 2025 20:45:27.484816401 CEST",f2:42:89:7e:73:bd,2457,459,-70.0
462,"Jun 12, 2025 20:45:27.587221882 CEST",f2:42:89:7e:73:bd,2458,459,-70.0
466,"Jun 12, 2025 20:45:27.689613394 CEST",f2:42:89:7e:73:bd,2459,459,-70.0
476,"Jun 12, 2025 20:45:27.792017617 CEST",f2:42:89:7e:73:bd,2460,459,-69.0
479,"Jun 12, 2025 20:45:27.894412761 CEST",f2:42:89:7e:73:bd,2461,459,-70.0
483,"Jun 12, 2025 20:45:27.996811607 CEST",f2:42:89:7e:73:bd,2462,459,-71.0
488,"Jun 12, 2025 20:45:28.201605108 CEST",f2:42:89:7e:73:bd,2464,459,-70.0
493,"Jun 12, 2025 20:45:28.406410830 CEST",f2:42:89:7e:73:bd,2466,459,-71.0
495,"Jun 12, 2025 20:45:28.509078774 CEST",f2:42:89:7e:73:bd,2467,459,-70.0
497,"Jun 12, 2025 20:45:28.611236877 CEST",f2:42:89:7e:73:bd,2468,459,-71.0
500,"Jun 12, 2025 20:45:28.713599545 CEST",f2:42:89:7e:73:bd,2469,459,-70.0
503,"Jun 12, 2025 20:45:28.815990149 CEST",f2:42:89:7e:73:bd,2470,458,-70.0
506,"Jun 12, 2025 20:45:28.918430969 CEST",f2:42:89:7e:73:bd,2471,458,-70.0
509,"Jun 12, 2025 20:45:29.020802507 CEST",f2:42:89:7e:73:bd,2472,458,-71.0
512,"Jun 12, 2025 20:45:29.123217206 CEST",f2:42:89:7e:73:bd,2473,458,-71.0
515,"Jun 12, 2025 20:45:29.226348268 CEST",f2:42:89:7e:73:bd,2474,458,-70.0
518,"Jun 12, 2025 20:45:29.328048282 CEST",f2:42:89:7e:73:bd,2475,458,-70.0
520,"Jun 12, 2025 20:45:29.430562715 CEST",f2:42:89:7e:73:bd,2476,458,-70.0
